geneSymbol,diseaseName
ZNF629,Amyotrophic Lateral Sclerosis
SIRT5,Amyotrophic Lateral Sclerosis
GRIP1,Amyotrophic Lateral Sclerosis
CABIN1,Amyotrophic Lateral Sclerosis
SMUG1,Amyotrophic Lateral Sclerosis
DAPK2,Amyotrophic Lateral Sclerosis
TIPARP,Amyotrophic Lateral Sclerosis
SPAG8,Amyotrophic Lateral Sclerosis
HSPB8,Amyotrophic Lateral Sclerosis
CPAMD8,Amyotrophic Lateral Sclerosis
TNFRSF21,Amyotrophic Lateral Sclerosis
EIF3K,Amyotrophic Lateral Sclerosis
HTRA2,Amyotrophic Lateral Sclerosis
UBN1,Amyotrophic Lateral Sclerosis
UBQLN1,Amyotrophic Lateral Sclerosis
GEMIN4,Amyotrophic Lateral Sclerosis
FIS1,Amyotrophic Lateral Sclerosis
ATL1,Amyotrophic Lateral Sclerosis
SLC25A37,Amyotrophic Lateral Sclerosis
IL23A,Amyotrophic Lateral Sclerosis
ARID4B,Amyotrophic Lateral Sclerosis
XRN1,Amyotrophic Lateral Sclerosis
OXR1,Amyotrophic Lateral Sclerosis
RHOT1,Amyotrophic Lateral Sclerosis
DDX19A,Amyotrophic Lateral Sclerosis
STRADB,Amyotrophic Lateral Sclerosis
SAGE1,Amyotrophic Lateral Sclerosis
RNPC3,Amyotrophic Lateral Sclerosis
MFN1,Amyotrophic Lateral Sclerosis
TDP1,Amyotrophic Lateral Sclerosis
SUSD2,Amyotrophic Lateral Sclerosis
ZNF253,Amyotrophic Lateral Sclerosis
PRMT8,Amyotrophic Lateral Sclerosis
SLC17A6,Amyotrophic Lateral Sclerosis
JPH3,Amyotrophic Lateral Sclerosis
SRR,Amyotrophic Lateral Sclerosis
RFWD2,Amyotrophic Lateral Sclerosis
GORASP1,Amyotrophic Lateral Sclerosis
WNK1,Amyotrophic Lateral Sclerosis
TRAK2,Amyotrophic Lateral Sclerosis
IFT74,Amyotrophic Lateral Sclerosis
ZNF436,Amyotrophic Lateral Sclerosis
POLDIP3,Amyotrophic Lateral Sclerosis
C9orf3,Amyotrophic Lateral Sclerosis
EGLN3,Amyotrophic Lateral Sclerosis
SLC52A3,Amyotrophic Lateral Sclerosis
CARD16,Amyotrophic Lateral Sclerosis
OR6N1,Amyotrophic Lateral Sclerosis
RBFOX3,Amyotrophic Lateral Sclerosis
ZNF569,Amyotrophic Lateral Sclerosis
ZNF763,Amyotrophic Lateral Sclerosis
NANOS2,Amyotrophic Lateral Sclerosis
OR14K1,Amyotrophic Lateral Sclerosis
TMEM189,Amyotrophic Lateral Sclerosis
TMEM189-UBE2V1,Amyotrophic Lateral Sclerosis
CHCHD10,Amyotrophic Lateral Sclerosis
BDNF-AS,Amyotrophic Lateral Sclerosis
MIR524,Amyotrophic Lateral Sclerosis
ZNF704,Amyotrophic Lateral Sclerosis
SPAG11A,Amyotrophic Lateral Sclerosis
MIR582,Amyotrophic Lateral Sclerosis
CCR2,Amyotrophic Lateral Sclerosis
OCLN,Amyotrophic Lateral Sclerosis
LOC100506746,Amyotrophic Lateral Sclerosis
LOC100507855,Amyotrophic Lateral Sclerosis
LOC102724023,Amyotrophic Lateral Sclerosis
APLP2,spinocerebellar ataxia-7
BMP1,spinocerebellar ataxia-7
CASP3,spinocerebellar ataxia-7
CASP7,spinocerebellar ataxia-7
TPP1,spinocerebellar ataxia-7
CRX,spinocerebellar ataxia-7
IFNB1,spinocerebellar ataxia-7
ENPP2,spinocerebellar ataxia-7
PML,spinocerebellar ataxia-7
PRNP,spinocerebellar ataxia-7
SLC1A3,spinocerebellar ataxia-7
SUMO2,spinocerebellar ataxia-7
TAF2,spinocerebellar ataxia-7
TTPA,spinocerebellar ataxia-7
SUMO1,spinocerebellar ataxia-7
TRRAP,spinocerebellar ataxia-7
BLZF1,spinocerebellar ataxia-7
HDAC3,spinocerebellar ataxia-7
PTPRU,spinocerebellar ataxia-7
SMG1,spinocerebellar ataxia-7
ACD,spinocerebellar ataxia-7
PCP2,spinocerebellar ataxia-7
STMN1,Adult spinal muscular atrophy
SMN1,Adult spinal muscular atrophy
SMN2,Adult spinal muscular atrophy
SNRPN,Adult spinal muscular atrophy
MIR122,Alzheimer Disease 6
PSEN2,ALZHEIMER DISEASE 18
MARK2,Autosomal Recessive Parkinsonism
UBE2K,Autosomal Recessive Parkinsonism
KARS,Autosomal Recessive Parkinsonism
UBE2S,Autosomal Recessive Parkinsonism
UBR5,Autosomal Recessive Parkinsonism
AKT1,Amyotrophic lateral sclerosis 1
ALPI,Amyotrophic lateral sclerosis 1
CASP4,Amyotrophic lateral sclerosis 1
CAT,Amyotrophic lateral sclerosis 1
CD47,Amyotrophic lateral sclerosis 1
CORD1,Amyotrophic lateral sclerosis 1
CRYAB,Amyotrophic lateral sclerosis 1
CYBB,Amyotrophic lateral sclerosis 1
FKBP1A,Amyotrophic lateral sclerosis 1
FKBP1B,Amyotrophic lateral sclerosis 1
FKBP2,Amyotrophic lateral sclerosis 1
FKBP3,Amyotrophic lateral sclerosis 1
FKBP4,Amyotrophic lateral sclerosis 1
FKBP5,Amyotrophic lateral sclerosis 1
GABPA,Amyotrophic lateral sclerosis 1
GDNF,Amyotrophic lateral sclerosis 1
GLI3,Amyotrophic lateral sclerosis 1
GPX1,Amyotrophic lateral sclerosis 1
HDAC1,Amyotrophic lateral sclerosis 1
HSF1,Amyotrophic lateral sclerosis 1
HSPB1,Amyotrophic lateral sclerosis 1
IAPP,Amyotrophic lateral sclerosis 1
STMN1,Amyotrophic lateral sclerosis 1
MAPT,Amyotrophic lateral sclerosis 1
ATXN3,Amyotrophic lateral sclerosis 1
MT1A,Amyotrophic lateral sclerosis 1
MT1B,Amyotrophic lateral sclerosis 1
MT1E,Amyotrophic lateral sclerosis 1
MT1F,Amyotrophic lateral sclerosis 1
MT1G,Amyotrophic lateral sclerosis 1
MT1H,Amyotrophic lateral sclerosis 1
MT1JP,Amyotrophic lateral sclerosis 1
MT1M,Amyotrophic lateral sclerosis 1
MT1L,Amyotrophic lateral sclerosis 1
MT1X,Amyotrophic lateral sclerosis 1
MTNR1A,Amyotrophic lateral sclerosis 1
NFE2L2,Amyotrophic lateral sclerosis 1
NTF3,Amyotrophic lateral sclerosis 1
P4HB,Amyotrophic lateral sclerosis 1
PTS,Amyotrophic lateral sclerosis 1
RREB1,Amyotrophic lateral sclerosis 1
SORT1,Amyotrophic lateral sclerosis 1
SLC1A2,Amyotrophic lateral sclerosis 1
SLC6A3,Amyotrophic lateral sclerosis 1
SOD3,Amyotrophic lateral sclerosis 1
PRDX2,Amyotrophic lateral sclerosis 1
TIMP3,Amyotrophic lateral sclerosis 1
TUBA4A,Amyotrophic lateral sclerosis 1
UBE2V1,Amyotrophic lateral sclerosis 1
XBP1,Amyotrophic lateral sclerosis 1
FKBP6,Amyotrophic lateral sclerosis 1
HSD17B6,Amyotrophic lateral sclerosis 1
ARTN,Amyotrophic lateral sclerosis 1
MSC,Amyotrophic lateral sclerosis 1
PRDX6,Amyotrophic lateral sclerosis 1
FKBP9,Amyotrophic lateral sclerosis 1
ZNF629,Amyotrophic lateral sclerosis 1
FKBP8,Amyotrophic lateral sclerosis 1
CHMP2B,Amyotrophic lateral sclerosis 1
FKBP11,Amyotrophic lateral sclerosis 1
SLC25A37,Amyotrophic lateral sclerosis 1
PRRX2,Amyotrophic lateral sclerosis 1
FKBP7,Amyotrophic lateral sclerosis 1
FKBP14,Amyotrophic lateral sclerosis 1
ALG1,Amyotrophic lateral sclerosis 1
ZNF253,Amyotrophic lateral sclerosis 1
FAM20C,Amyotrophic lateral sclerosis 1
FKBP10,Amyotrophic lateral sclerosis 1
ARHGEF28,Amyotrophic lateral sclerosis 1
EPHX3,Amyotrophic lateral sclerosis 1
ZNF436,Amyotrophic lateral sclerosis 1
MAGT1,Amyotrophic lateral sclerosis 1
ZNF569,Amyotrophic lateral sclerosis 1
EPHX4,Amyotrophic lateral sclerosis 1
ZNF763,Amyotrophic lateral sclerosis 1
TMEM189,Amyotrophic lateral sclerosis 1
TMEM189-UBE2V1,Amyotrophic lateral sclerosis 1
MT1IP,Amyotrophic lateral sclerosis 1
CASP12,Amyotrophic lateral sclerosis 1
ADAM10,familial alzheimer disease
CYP2B6,familial alzheimer disease
DHFR,familial alzheimer disease
FANCD2,familial alzheimer disease
FOS,familial alzheimer disease
IL1A,familial alzheimer disease
IL1B,familial alzheimer disease
NOTCH1,familial alzheimer disease
PIK3CA,familial alzheimer disease
PIK3CB,familial alzheimer disease
PIK3CD,familial alzheimer disease
PIK3CG,familial alzheimer disease
SGCG,familial alzheimer disease
SNCA,familial alzheimer disease
SNCG,familial alzheimer disease
SORL1,familial alzheimer disease
TFF1,familial alzheimer disease
EIF2B2,familial alzheimer disease
TMED10,familial alzheimer disease
SPPL2B,familial alzheimer disease
TAS2R64P,familial alzheimer disease
DNLZ,familial alzheimer disease
CSF2,Multiple sclerosis in children
LAMC2,Multiple sclerosis in children
APOE,Iatrogenic Creutzfeldt-Jakob disease
AVP,Autosomal Dominant Parkinsonism
LRRK1,Autosomal Dominant Parkinsonism
ABL1,Parkinsonian Disorders
ACHE,Parkinsonian Disorders
ALS5,Parkinsonian Disorders
ANPEP,Parkinsonian Disorders
SLC25A4,Parkinsonian Disorders
APEX1,Parkinsonian Disorders
ATP7B,Parkinsonian Disorders
BDNF,Parkinsonian Disorders
FMNL1,Parkinsonian Disorders
RUNX1T1,Parkinsonian Disorders
CDR1,Parkinsonian Disorders
AKR1C4,Parkinsonian Disorders
CHM,Parkinsonian Disorders
CLU,Parkinsonian Disorders
CSF1R,Parkinsonian Disorders
CYP27A1,Parkinsonian Disorders
DLG3,Parkinsonian Disorders
DPEP1,Parkinsonian Disorders
FTL,Parkinsonian Disorders
HMOX1,Parkinsonian Disorders
FOXA2,Parkinsonian Disorders
HTR2C,Parkinsonian Disorders
SMAD3,Parkinsonian Disorders
MAOA,Parkinsonian Disorders
MPP3,Parkinsonian Disorders
PDC,Parkinsonian Disorders
PENK,Parkinsonian Disorders
PNOC,Parkinsonian Disorders
PRKCG,Parkinsonian Disorders
PSG1,Parkinsonian Disorders
PSG2,Parkinsonian Disorders
PSG7,Parkinsonian Disorders
PTBP1,Parkinsonian Disorders
RBMY1A1,Parkinsonian Disorders
RGS2,Parkinsonian Disorders
SPP1,Parkinsonian Disorders
SPR,Parkinsonian Disorders
TAC1,Parkinsonian Disorders
THY1,Parkinsonian Disorders
TP53,Parkinsonian Disorders
TPO,Parkinsonian Disorders
TRPM2,Parkinsonian Disorders
IKBKAP,Parkinsonian Disorders
HAP1,Parkinsonian Disorders
MAP3K14,Parkinsonian Disorders
MAP4K4,Parkinsonian Disorders
CTR9,Parkinsonian Disorders
RIMS2,Parkinsonian Disorders
CHAF1A,Parkinsonian Disorders
FBXW10,Parkinsonian Disorders
WDR45,Parkinsonian Disorders
SACM1L,Parkinsonian Disorders
SRRM2,Parkinsonian Disorders
RAB3GAP2,Parkinsonian Disorders
PNKD,Parkinsonian Disorders
RBMS3,Parkinsonian Disorders
PIK3R4,Parkinsonian Disorders
TREM2,Parkinsonian Disorders
TRPM7,Parkinsonian Disorders
PNO1,Parkinsonian Disorders
MEPE,Parkinsonian Disorders
PNPLA2,Parkinsonian Disorders
JPH3,Parkinsonian Disorders
MAK16,Parkinsonian Disorders
ACRC,Parkinsonian Disorders
ACMSD,Parkinsonian Disorders
PACRG,Parkinsonian Disorders
CDRT1,Parkinsonian Disorders
PSG8,Parkinsonian Disorders
BDNF-AS,Parkinsonian Disorders
TARDBP,"Frontotemporal Dementia, Chromosome 3-Linked"
FAS,Multiple System Atrophy
CDK5,Multiple System Atrophy
CNP,Multiple System Atrophy
EPO,Multiple System Atrophy
FASN,Multiple System Atrophy
GDNF,Multiple System Atrophy
GFAP,Multiple System Atrophy
GTF2H1,Multiple System Atrophy
IGF1,Multiple System Atrophy
MAP2,Multiple System Atrophy
MBP,Multiple System Atrophy
MPO,Multiple System Atrophy
NFKBIA,Multiple System Atrophy
NPPC,Multiple System Atrophy
PCNA,Multiple System Atrophy
PLP1,Multiple System Atrophy
POLG,Multiple System Atrophy
PTHLH,Multiple System Atrophy
VPS52,Multiple System Atrophy
SLC1A1,Multiple System Atrophy
SLC6A3,Multiple System Atrophy
SPP1,Multiple System Atrophy
TBP,Multiple System Atrophy
TLR4,Multiple System Atrophy
GPAA1,Multiple System Atrophy
BSN,Multiple System Atrophy
SNCAIP,Multiple System Atrophy
KHDRBS1,Multiple System Atrophy
METAP2,Multiple System Atrophy
SIRT2,Multiple System Atrophy
NUP62,Multiple System Atrophy
FBXO7,Multiple System Atrophy
PRDX5,Multiple System Atrophy
SGSM3,Multiple System Atrophy
EHD3,Multiple System Atrophy
RMDN1,Multiple System Atrophy
DCTN4,Multiple System Atrophy
RMDN3,Multiple System Atrophy
SYBU,Multiple System Atrophy
PDXP,Multiple System Atrophy
RMDN2,Multiple System Atrophy
MIR96,Multiple System Atrophy
ABCG2,"Anemia, sideroblastic spinocerebellar ataxia"
HLA-A,"Parkinson Disease, Secondary"
CD8A,"Multiple Sclerosis, Chronic Progressive"
MBP,"Multiple Sclerosis, Chronic Progressive"
APOE,AMYOTROPHIC LATERAL SCLEROSIS-PARKINSONISM/DEMENTIA COMPLEX 1
YWHAQ,AMYOTROPHIC LATERAL SCLEROSIS-PARKINSONISM/DEMENTIA COMPLEX 1
ABCB7,Spinocerebellar Ataxias
ADRA1D,Spinocerebellar Ataxias
ALAS2,Spinocerebellar Ataxias
CAPN1,Spinocerebellar Ataxias
CAT,Spinocerebellar Ataxias
CRAT,Spinocerebellar Ataxias
CREBBP,Spinocerebellar Ataxias
EIF4E,Spinocerebellar Ataxias
ETV6,Spinocerebellar Ataxias
GABPA,Spinocerebellar Ataxias
GJB1,Spinocerebellar Ataxias
HLA-DPB1,Spinocerebellar Ataxias
HLA-DRB4,Spinocerebellar Ataxias
HSPA5,Spinocerebellar Ataxias
HSPA8,Spinocerebellar Ataxias
IGF1,Spinocerebellar Ataxias
INS,Spinocerebellar Ataxias
ITPR3,Spinocerebellar Ataxias
KCNA1,Spinocerebellar Ataxias
LMNB1,Spinocerebellar Ataxias
NFE2L2,Spinocerebellar Ataxias
PLA2G1B,Spinocerebellar Ataxias
PLA2G2A,Spinocerebellar Ataxias
PRNP,Spinocerebellar Ataxias
PSMC6,Spinocerebellar Ataxias
OPN1LW,Spinocerebellar Ataxias
SPG7,Spinocerebellar Ataxias
ST8,Spinocerebellar Ataxias
TYRP1,Spinocerebellar Ataxias
PLA2G6,Spinocerebellar Ataxias
CDKL1,Spinocerebellar Ataxias
LITAF,Spinocerebellar Ataxias
TBPL1,Spinocerebellar Ataxias
GLYAT,Spinocerebellar Ataxias
CNPY3,Spinocerebellar Ataxias
PARK7,Spinocerebellar Ataxias
SETX,Spinocerebellar Ataxias
SYNE1,Spinocerebellar Ataxias
TARDBP,Spinocerebellar Ataxias
CDK20,Spinocerebellar Ataxias
SACS,Spinocerebellar Ataxias
FGF21,Spinocerebellar Ataxias
COQ2,Spinocerebellar Ataxias
IMPACT,Spinocerebellar Ataxias
PAG1,Spinocerebellar Ataxias
PCBP4,Spinocerebellar Ataxias
ELOVL5,Spinocerebellar Ataxias
NUP43,Spinocerebellar Ataxias
INS-IGF2,Spinocerebellar Ataxias
SCA34,Spinocerebellar Ataxias
DYNC1H1,Distal spinal muscular atrophy
AIFM1,Distal spinal muscular atrophy
FBXO38,Distal spinal muscular atrophy
DHX16,Spinal muscular atrophy with respiratory distress 1
DDX46,Spinal muscular atrophy with respiratory distress 1
DDX19A,Spinal muscular atrophy with respiratory distress 1
LAS1L,Spinal muscular atrophy with respiratory distress 1
NELFE,Huntington Disease-Like 2
RIMS2,Huntington Disease-Like 2
VPS13A,Huntington Disease-Like 2
SCAR2,SPINOCEREBELLAR ATAXIA 1
CREBBP,SPINOCEREBELLAR ATAXIA 1
EIF4E,SPINOCEREBELLAR ATAXIA 1
EPHA3,SPINOCEREBELLAR ATAXIA 1
ESRRB,SPINOCEREBELLAR ATAXIA 1
FMR1,SPINOCEREBELLAR ATAXIA 1
FXN,SPINOCEREBELLAR ATAXIA 1
FRAXA,SPINOCEREBELLAR ATAXIA 1
IVL,SPINOCEREBELLAR ATAXIA 1
PML,SPINOCEREBELLAR ATAXIA 1
PPP2R4,SPINOCEREBELLAR ATAXIA 1
PRKCG,SPINOCEREBELLAR ATAXIA 1
OPN1LW,SPINOCEREBELLAR ATAXIA 1
RPA1,SPINOCEREBELLAR ATAXIA 1
S100B,SPINOCEREBELLAR ATAXIA 1
ATXN7,SPINOCEREBELLAR ATAXIA 1
SGCG,SPINOCEREBELLAR ATAXIA 1
SNRNP70,SPINOCEREBELLAR ATAXIA 1
VEGFA,SPINOCEREBELLAR ATAXIA 1
HDAC3,SPINOCEREBELLAR ATAXIA 1
KAT5,SPINOCEREBELLAR ATAXIA 1
POLR1A,SPINOCEREBELLAR ATAXIA 1
PAG1,SPINOCEREBELLAR ATAXIA 1
PCBP4,SPINOCEREBELLAR ATAXIA 1
EPHX3,SPINOCEREBELLAR ATAXIA 1
RBM17,SPINOCEREBELLAR ATAXIA 1
RBFOX3,SPINOCEREBELLAR ATAXIA 1
EPHX4,SPINOCEREBELLAR ATAXIA 1
ATXN1L,SPINOCEREBELLAR ATAXIA 1
APOE,Inclusion Body Myopathy With Early-Onset Paget Disease And Frontotemporal Dementia
LAMP1,Inclusion Body Myopathy With Early-Onset Paget Disease And Frontotemporal Dementia
LAMP2,Inclusion Body Myopathy With Early-Onset Paget Disease And Frontotemporal Dementia
NF1,Inclusion Body Myopathy With Early-Onset Paget Disease And Frontotemporal Dementia
WDTC1,Inclusion Body Myopathy With Early-Onset Paget Disease And Frontotemporal Dementia
C9orf72,Huntington Disease-Like Syndrome
BAG1,GRN-related frontotemporal dementia
BDNF,GRN-related frontotemporal dementia
CSF2,GRN-related frontotemporal dementia
CST3,GRN-related frontotemporal dementia
DPYSL2,GRN-related frontotemporal dementia
HNRNPA1,GRN-related frontotemporal dementia
IGFALS,GRN-related frontotemporal dementia
LAMC2,GRN-related frontotemporal dementia
NOS3,GRN-related frontotemporal dementia
PFN1,GRN-related frontotemporal dementia
PIN1,GRN-related frontotemporal dementia
PPA1,GRN-related frontotemporal dementia
PRF1,GRN-related frontotemporal dementia
PSEN2,GRN-related frontotemporal dementia
PTBP1,GRN-related frontotemporal dementia
RBMY1A1,GRN-related frontotemporal dementia
RRM2,GRN-related frontotemporal dementia
ATXN2,GRN-related frontotemporal dementia
CCL2,GRN-related frontotemporal dementia
CCL8,GRN-related frontotemporal dementia
SLPI,GRN-related frontotemporal dementia
TAF12,GRN-related frontotemporal dementia
VEGFA,GRN-related frontotemporal dementia
TAF15,GRN-related frontotemporal dementia
SLC14A2,GRN-related frontotemporal dementia
CDC7,GRN-related frontotemporal dementia
INA,GRN-related frontotemporal dementia
FNDC3A,GRN-related frontotemporal dementia
PDZD2,GRN-related frontotemporal dementia
SRRM2,GRN-related frontotemporal dementia
RBMS3,GRN-related frontotemporal dementia
UBQLN2,GRN-related frontotemporal dementia
UBAP1,GRN-related frontotemporal dementia
DCUN1D1,GRN-related frontotemporal dementia
Sep.11,GRN-related frontotemporal dementia
PRMT8,GRN-related frontotemporal dementia
PNO1,GRN-related frontotemporal dementia
MAK16,GRN-related frontotemporal dementia
SPPL2A,GRN-related frontotemporal dementia
FOXP2,GRN-related frontotemporal dementia
MIR590,GRN-related frontotemporal dementia
ABCA1,Creutzfeldt-Jakob Syndrome
BMP4,Creutzfeldt-Jakob Syndrome
BMP5,Creutzfeldt-Jakob Syndrome
CASP3,Creutzfeldt-Jakob Syndrome
CD68,Creutzfeldt-Jakob Syndrome
CFTR,Creutzfeldt-Jakob Syndrome
ENO2,Creutzfeldt-Jakob Syndrome
GCNT2,Creutzfeldt-Jakob Syndrome
GRN,Creutzfeldt-Jakob Syndrome
HSPA4,Creutzfeldt-Jakob Syndrome
MT1A,Creutzfeldt-Jakob Syndrome
MT1B,Creutzfeldt-Jakob Syndrome
MT1E,Creutzfeldt-Jakob Syndrome
MT1F,Creutzfeldt-Jakob Syndrome
MT1G,Creutzfeldt-Jakob Syndrome
MT1H,Creutzfeldt-Jakob Syndrome
MT1JP,Creutzfeldt-Jakob Syndrome
MT1M,Creutzfeldt-Jakob Syndrome
MT1L,Creutzfeldt-Jakob Syndrome
MT1X,Creutzfeldt-Jakob Syndrome
MT3,Creutzfeldt-Jakob Syndrome
COX1,Creutzfeldt-Jakob Syndrome
COX2,Creutzfeldt-Jakob Syndrome
MTNR1A,Creutzfeldt-Jakob Syndrome
NPAS2,Creutzfeldt-Jakob Syndrome
PARK2,Creutzfeldt-Jakob Syndrome
PKLR,Creutzfeldt-Jakob Syndrome
EIF2AK2,Creutzfeldt-Jakob Syndrome
PTGS1,Creutzfeldt-Jakob Syndrome
PTGS2,Creutzfeldt-Jakob Syndrome
RASA2,Creutzfeldt-Jakob Syndrome
DHX16,Creutzfeldt-Jakob Syndrome
AHSP,Creutzfeldt-Jakob Syndrome
ALG1,Creutzfeldt-Jakob Syndrome
MEPE,Creutzfeldt-Jakob Syndrome
MUL1,Creutzfeldt-Jakob Syndrome
TMEM171,Creutzfeldt-Jakob Syndrome
HECTD2,Creutzfeldt-Jakob Syndrome
ZNF645,Creutzfeldt-Jakob Syndrome
ZBTB38,Creutzfeldt-Jakob Syndrome
MT1IP,Creutzfeldt-Jakob Syndrome
FAS-AS1,Creutzfeldt-Jakob Syndrome
MAPT,Familial progressive supranuclear palsy
ACTG1,Parkinson Disease
ACTG2,Parkinson Disease
APP,Parkinson Disease
AVP,Parkinson Disease
BCL2,Parkinson Disease
BNIP3L,Parkinson Disease
CALCA,Parkinson Disease
SCARB2,Parkinson Disease
CLU,Parkinson Disease
CRAT,Parkinson Disease
DNAH8,Parkinson Disease
EGF,Parkinson Disease
F2R,Parkinson Disease
FABP3,Parkinson Disease
FKBP1A,Parkinson Disease
FKBP1AP1,Parkinson Disease
FKBP1AP2,Parkinson Disease
FKBP1AP3,Parkinson Disease
FKBP1AP4,Parkinson Disease
FKBP4,Parkinson Disease
HEXA,Parkinson Disease
IGFALS,Parkinson Disease
MPZ,Parkinson Disease
MS,Parkinson Disease
MYOC,Parkinson Disease
NRTN,Parkinson Disease
NTS,Parkinson Disease
PAX5,Parkinson Disease
PCYT1A,Parkinson Disease
PENK,Parkinson Disease
PIN1,Parkinson Disease
PLK1,Parkinson Disease
PPARG,Parkinson Disease
PRKCD,Parkinson Disease
MAPK8,Parkinson Disease
HTRA1,Parkinson Disease
PSEN1,Parkinson Disease
PTBP1,Parkinson Disease
RBMY1A1,Parkinson Disease
RET,Parkinson Disease
SCN9A,Parkinson Disease
CX3CL1,Parkinson Disease
SGCG,Parkinson Disease
SKP1,Parkinson Disease
SLC1A2,Parkinson Disease
SLC7A1,Parkinson Disease
SLC20A2,Parkinson Disease
SMPD1,Parkinson Disease
SNCG,Parkinson Disease
SNRPF,Parkinson Disease
USP1,Parkinson Disease
VCP,Parkinson Disease
MANF,Parkinson Disease
PICALM,Parkinson Disease
FHL5,Parkinson Disease
LRPPRC,Parkinson Disease
MPHOSPH6,Parkinson Disease
CD3EAP,Parkinson Disease
PPARGC1A,Parkinson Disease
TPPP,Parkinson Disease
ACOT7,Parkinson Disease
HMGXB3,Parkinson Disease
PDZD2,Parkinson Disease
SRRM2,Parkinson Disease
ARIH1,Parkinson Disease
ERC2,Parkinson Disease
RBMS3,Parkinson Disease
GIT1,Parkinson Disease
EHD3,Parkinson Disease
THAP1,Parkinson Disease
MAP1S,Parkinson Disease
RHOT1,Parkinson Disease
TRPV6,Parkinson Disease
SAGE1,Parkinson Disease
PNO1,Parkinson Disease
SH3RF1,Parkinson Disease
MUL1,Parkinson Disease
PGAP1,Parkinson Disease
MAK16,Parkinson Disease
ZNF645,Parkinson Disease
ACTBL2,Parkinson Disease
ACT,Parkinson Disease
POTEKP,Parkinson Disease
MIR433,Parkinson Disease
POTEM,Parkinson Disease
POLG,"Spinocerebellar ataxia, autosomal recessive 1"
TTPA,"Spinocerebellar ataxia, autosomal recessive 1"
SACS,"Spinocerebellar ataxia, autosomal recessive 1"
TDP1,"Spinocerebellar ataxia, autosomal recessive 1"
CANT1,"Spinocerebellar ataxia, autosomal recessive 1"
MTR,Opticospinal Multiple Sclerosis
RBM45,Opticospinal Multiple Sclerosis
CP,Neurodegeneration with brain iron accumulation (NBIA)
PLA2G4A,Neurodegeneration with brain iron accumulation (NBIA)
PRPS1,Neurodegeneration with brain iron accumulation (NBIA)
MFN2,Neurodegeneration with brain iron accumulation (NBIA)
PANK1,Neurodegeneration with brain iron accumulation (NBIA)
COASY,Neurodegeneration with brain iron accumulation (NBIA)
CRK,"Parkinson Disease, Familial, Type 1"
MAPK14,"Parkinson Disease, Familial, Type 1"
ICAM1,"Parkinson Disease, Familial, Type 1"
MAPK1,"Parkinson Disease, Familial, Type 1"
UTRN,"Parkinson Disease, Familial, Type 1"
AIMP2,"Parkinson Disease, Familial, Type 1"
GRAP2,"Parkinson Disease, Familial, Type 1"
DNM1L,"Parkinson Disease, Familial, Type 1"
AHSA1,"Parkinson Disease, Familial, Type 1"
RNF19A,"Parkinson Disease, Familial, Type 1"
POLDIP2,"Parkinson Disease, Familial, Type 1"
VPS35,"Parkinson Disease, Familial, Type 1"
MEPE,"Parkinson Disease, Familial, Type 1"
PDSS2,"Parkinson Disease, Familial, Type 1"
C4BPA,"Creutzfeldt-Jakob Disease, Familial"
GPI,"Creutzfeldt-Jakob Disease, Familial"
PRDX2,"Creutzfeldt-Jakob Disease, Familial"
ABCB6,"Creutzfeldt-Jakob Disease, Familial"
CARD14,"Creutzfeldt-Jakob Disease, Familial"
PPP2R4,Spinocerebellar Ataxia 12
PPP2R5B,Spinocerebellar Ataxia 12
ACHE,"Parkinsonism, Experimental"
MTOR,"Parkinsonism, Experimental"
PPP1R1B,"Parkinsonism, Experimental"
PDYN,SPINOCEREBELLAR ATAXIA 4
TK2,SPINOCEREBELLAR ATAXIA 4
BEAN1,SPINOCEREBELLAR ATAXIA 4
CLN5,Parkinson disease 9
KARS,Parkinson disease 9
NCL,Parkinson disease 9
FA2H,Parkinson disease 9
PANK2,Parkinson disease 9
DNAJC5,Parkinson disease 9
CYP2D6,Pseudoparkinsonism
ESR1,Alzheimer Disease 12
RN5S1@,Alzheimer Disease 12
PRNP,Dementia in Parkinson's disease
VPS52,Dementia in Parkinson's disease
AIF1,"Creutzfeldt-Jakob Disease, Sporadic"
C4BPA,"Creutzfeldt-Jakob Disease, Sporadic"
CRYAB,"Creutzfeldt-Jakob Disease, Sporadic"
GFAP,"Creutzfeldt-Jakob Disease, Sporadic"
GH1,"Creutzfeldt-Jakob Disease, Sporadic"
GPI,"Creutzfeldt-Jakob Disease, Sporadic"
UTS2R,"Creutzfeldt-Jakob Disease, Sporadic"
MICE,"Creutzfeldt-Jakob Disease, Sporadic"
COX1,"Creutzfeldt-Jakob Disease, Sporadic"
COX2,"Creutzfeldt-Jakob Disease, Sporadic"
PARK2,"Creutzfeldt-Jakob Disease, Sporadic"
PTGS1,"Creutzfeldt-Jakob Disease, Sporadic"
PTGS2,"Creutzfeldt-Jakob Disease, Sporadic"
PRDX2,"Creutzfeldt-Jakob Disease, Sporadic"
SLC14A2,"Creutzfeldt-Jakob Disease, Sporadic"
ABCB6,"Creutzfeldt-Jakob Disease, Sporadic"
CASP14,"Creutzfeldt-Jakob Disease, Sporadic"
CARD14,"Creutzfeldt-Jakob Disease, Sporadic"
MUL1,"Creutzfeldt-Jakob Disease, Sporadic"
HECTD2,"Creutzfeldt-Jakob Disease, Sporadic"
ZNF645,"Creutzfeldt-Jakob Disease, Sporadic"
